Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    171/3    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1370(_parseNoCache)
      160    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\colorama\win32.py:98(winapi_test)
     3820    0.000    0.000    0.000    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
      491    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\colors.py:131(__set__)
       13    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      208    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\builder.py:755(load)
       22    0.000    0.000    0.005    0.000 C:\Users\DALab\Documents\代刚\Data\DataTrans.py:61(retrieve)
        1    0.000    0.000    0.036    0.036 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:638(<genexpr>)
       63    0.000    0.000    0.003    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\fonts.py:69(__init__)
      113    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:532(_rate_arguments)
      263    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       34    0.000    0.000    0.006    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:549(<listcomp>)
       32    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\inspect.py:2112(_signature_from_function)
     1650    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:124(predecessors)
      101    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2662(get_block_type)
       80    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\errors.py:280(_markup)
     3030    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      263    0.000    0.000    0.014    0.000 C:\Users\DALab\anaconda3\lib\genericpath.py:16(exists)
      334    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:381(_dfs)
      648    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\event.py:249(on_start)
      810    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:30(__ne__)
       81    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:493(__init__)
       60    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
      136    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
  494/493    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:130(_get_reference)
       11    0.000    0.000    0.038    0.003 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:220(lower_block)
      625    0.000    0.000    0.003    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:1221(enter_fn)
      462    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3036(get_loc)
       93    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:2513(parse_group)
  529/510    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\manager.py:22(lookup)
      407    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:1122(register_global)
      207    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:419(descr)
      625    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:1224(exit_fn)
     1721    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.047    0.047 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arraymath.py:1(<module>)
       34    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_reader.py:286(<listcomp>)
        7    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\collections\__init__.py:313(namedtuple)
      287    0.000    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
     2422    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       81    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1379(maybe_cast_to_datetime)
      212    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:108(_match_arglist)
      263    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
  508/411    0.000    0.000    0.005    0.000 C:\Users\DALab\anaconda3\lib\contextlib.py:108(__enter__)
      342    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:538(__iter__)
      508    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\contextlib.py:238(helper)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
      260    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:82(__set__)
      225    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\text.py:173(content)
      462    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
      311    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
       22    0.000    0.000    0.242    0.011 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:257(_runPass)
      873    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
      138    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\ipykernel\iostream.py:197(schedule)
      185    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:1139(decorate)
      225    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\text.py:161(__init__)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      287    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        2    0.000    0.000    0.009    0.005 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\rewrites\registry.py:54(apply)
       90    0.000    0.000    0.014    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:799(<listcomp>)
     2974    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\read_only.py:108(value)
      427    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:201(is_object_dtype)
      284    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      374    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\errors.py:724(new_error_context)
      462    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4845(_get_values_for_loc)
     1882    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1535    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      208    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:399(descr)
       64    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:362(alloca_once)
      213    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:128(_match)
      180    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:681(_get_impl)
        2    0.000    0.000    0.003    0.001 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1656(_convert_to_ndarrays)
      335    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\posixpath.py:60(isabs)
       24    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\_strptime.py:309(_strptime)
     1230    0.000    0.000    0.000    0.000 {method 'findtext' of 'xml.etree.ElementTree.Element' objects}
      926    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:36(decorate)
       75    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:873(gep)
       19    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:582(resolve_overload)
       69    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1729(_infer_types)
       53    0.000    0.000    0.014    0.000 C:\Users\DALab\anaconda3\lib\sre_compile.py:759(compile)
      503    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1211(find_insts)
      294    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
      526    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      745    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\utils.py:314(sublist_iterator)
     1025    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\sre_parse.py:249(match)
      929    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:484(insert_global)
      282    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:2417(__init__)
     1207    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:71(_stringify_metadata)
      458    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      509    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\re.py:198(search)
      239    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\os.py:670(__getitem__)
      207    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:626(get)
      873    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
    28/26    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\series.py:238(__init__)
      333    0.000    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
       53    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\sre_compile.py:536(_compile_info)
      180    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:592(generic)
      207    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:415(__init__)
      157    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\core\_dtype.py:321(_name_get)
     2394    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       69    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\alignment.py:45(__init__)
     1390    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:653(_find_loops)
     1331    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:69(<genexpr>)
     1758    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\builder.py:195(block)
     3356    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      221    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\functions.py:268(augment)
   359/28    0.000    0.000    0.663    0.024 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      480    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:254(is_dtype)
      497    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\misc.py:47(unliteral)
       80    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\npyimpl.py:477(register_ufunc_kernel)
      263    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      472    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
      270    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\numpy_support.py:336(ufunc_can_cast)
      954    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:355(<genexpr>)
     1223    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\functions.py:251(<genexpr>)
      264    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:896(__getitem__)
      890    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\sre_parse.py:160(__len__)
       72    0.000    0.000    0.007    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:1403(get_metadata)
      121    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:66(fix_point_progress)
      570    0.000    0.000    0.003    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:594(list_vars)
      307    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
     1366    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      160    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\colorama\ansitowin32.py:43(isatty)
       11    0.000    0.000    0.018    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\postproc.py:68(run)
       77    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:362(install_registry)
      160    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\colorama\initialise.py:74(wrap_stream)
      168    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:729(__init__)
      397    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\functions.py:232(_unlit_non_poison)
      819    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\sre_parse.py:172(append)
       15    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:570(_find_back_edges)
      263    0.000    0.000    0.019    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:1396(has_metadata)
      926    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:27(lower)
       61    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1075    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      184    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeconv\typeconv.py:43(check_compatible)
      655    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\abstract.py:19(_autoincr)
       95    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\construction.py:554(_try_cast)
       36    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:593(__init__)
      275    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\borders.py:49(__init__)
      160    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\_collections_abc.py:664(__contains__)
      208    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:394(__init__)
      157    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\colors.py:80(__init__)
     1511    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      161    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\misc.py:105(__init__)
   130/94    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:502(_safe_repr)
      525    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      273    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:653(__iter__)
      370    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:38(from_tree)
      789    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      625    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:93(__getattr__)
        1    0.000    0.000    0.005    0.005 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:188(apply_stylesheet)
     1511    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.008    0.003 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:570(_optimize_functions)
      343    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:250(function_type)
      158    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:706(getter)
